customer_id,recency,frequency,amount,segment
6270,1393.9583333333333,4,52.5,5
6280,212.95833333333334,12,33.75,4
6300,377.9583333333333,10,30.5,4
6310,2926.9583333333335,4,45,1
6320,41.958333333333336,13,43.07692307692308,4
6350,3359.9583333333335,1,50,1
6390,3719.9583333333335,1,15,1
6400,2094.9583333333335,9,30.555555555555557,4
6410,1016.9583333333334,7,64.28571428571429,4
6420,3585.9583333333335,1,20,1
6440,1854.9583333333333,5,110,5
6450,2758.9583333333335,3,33.333333333333336,1
6460,3813.9583333333335,1,50,1
6490,1103.9583333333333,2,30,5
6520,2199.9583333333335,3,50.333333333333336,5
6540,286.9583333333333,12,111.25,4
6550,3730.9583333333335,1,30,1
6570,149.95833333333334,14,29.285714285714285,4
6600,3287.9583333333335,3,50,1
6620,12.958333333333334,7,37.857142857142854,4
6630,280.9583333333333,1,30,2
6650,289.9583333333333,11,29.09090909090909,4
6660,215.95833333333334,7,28.571428571428573,4
6670,70.95833333333333,8,41.875,4
6690,14.958333333333334,25,14,4
6700,2234.9583333333335,4,26.5,5
6710,434.9583333333333,18,54.44444444444444,4
6720,3361.9583333333335,1,50,1
6750,14.958333333333334,28,28.571428571428573,4
6780,2556.9583333333335,3,23.333333333333332,1
6790,394.9583333333333,15,28.133333333333333,4
6810,735.9583333333334,5,30,2
6830,2071.9583333333335,2,20,5
6840,2962.9583333333335,2,50,1
6850,14.958333333333334,17,37.35294117647059,4
6860,3359.9583333333335,1,100,1
6870,125.95833333333333,27,40,4
6910,2220.9583333333335,4,55,5
6940,5.958333333333333,8,43.125,4
6950,3081.9583333333335,3,36.666666666666664,1
6960,1112.9583333333333,2,40,5
6970,12.958333333333334,5,49,2
6990,1461.9583333333333,5,30,5
7000,1000.9583333333334,6,13.333333333333334,4
7010,692.9583333333334,9,13.88888888888889,4
7040,2344.9583333333335,2,200,1
7070,2057.9583333333335,1,15,5
7080,58.958333333333336,11,100,4
7100,2078.9583333333335,3,43.333333333333336,5
7110,757.9583333333334,6,170,4
7120,1106.9583333333333,1,10,5
7140,1391.9583333333333,1,40,5
7160,1126.9583333333333,1,30,5
7170,2.9583333333333335,10,31,4
7210,566.9583333333334,9,42.22222222222222,4
7220,2625.9583333333335,4,62.5,1
7250,3334.9583333333335,2,100,1
7290,280.9583333333333,6,23.333333333333332,4
7330,2723.9583333333335,2,17.5,1
7350,196.95833333333334,3,85,2
7360,3218.9583333333335,2,12.5,1
7400,3326.9583333333335,1,30,1
7420,3260.9583333333335,1,15,1
7430,3361.9583333333335,1,30,1
7440,1114.9583333333333,2,27.5,5
7450,441.9583333333333,4,22.5,2
7470,3287.9583333333335,2,15,1
7480,3730.9583333333335,1,30,1
7490,342.9583333333333,19,54.21052631578947,4
7500,3157.9583333333335,3,60,1
7510,1632.9583333333333,3,30,5
7520,3317.9583333333335,1,100,1
7540,3730.9583333333335,1,30,1
7550,2632.9583333333335,4,11.25,1
7560,173.95833333333334,8,38.75,4
7580,3348.9583333333335,1,30,1
7590,3361.9583333333335,1,30,1
7600,2707.9583333333335,3,269.93333333333334,1
7610,20.958333333333332,5,27,2
7660,1008.9583333333334,13,32.69230769230769,4
7680,1121.9583333333333,1,100,5
7700,1146.9583333333333,8,15,4
7710,3287.9583333333335,1,20,1
7720,58.958333333333336,11,90.9090909090909,4
7730,398.9583333333333,14,180.35714285714286,4
7740,3066.9583333333335,4,107.5,1
7750,3737.9583333333335,1,10,1
7760,43.958333333333336,11,29.90909090909091,4
7770,3719.9583333333335,1,15,1
7780,2255.9583333333335,6,29.166666666666668,5
7790,545.9583333333334,4,21.25,2
7820,1503.9583333333333,5,42,5
7830,2191.9583333333335,2,25,1
7840,1461.9583333333333,4,27.5,5
7850,3569.9583333333335,2,30,1
7860,26.958333333333332,9,33.333333333333336,4
7890,2968.9583333333335,2,100,1
7910,70.95833333333333,7,30,4
7920,1393.9583333333333,7,25.714285714285715,4
7930,2625.9583333333335,5,34,1
7940,0.9583333333333334,6,20.833333333333332,4
7950,89.95833333333333,11,28.636363636363637,4
7960,3730.9583333333335,1,15,1
7980,3726.9583333333335,1,50,1
7990,3360.9583333333335,1,30,1
8000,5.958333333333333,10,28,4
8010,30.958333333333332,8,52.5,4
8020,1814.9583333333333,6,25,5
8060,372.9583333333333,12,27.5,4
8080,2064.9583333333335,5,93,5
8090,966.9583333333334,7,60,4
8110,1461.9583333333333,8,48.75,4
8120,3823.9583333333335,1,50,1
8140,2588.9583333333335,4,30,1
8150,2172.9583333333335,9,14.444444444444445,4
8160,3585.9583333333335,1,30,1
8170,79.95833333333333,13,94.61538461538461,4
8180,3287.9583333333335,1,15,1
8190,2052.9583333333335,2,25,5
8200,27.958333333333332,14,24.642857142857142,4
8210,624.9583333333334,6,25.833333333333332,4
8220,23.958333333333332,7,44.285714285714285,4
8240,463.9583333333333,8,30,4
8260,3730.9583333333335,1,100,1
8270,2967.9583333333335,2,55,1
8290,2962.9583333333335,2,100,1
8300,2191.9583333333335,8,140,4
8310,2045.9583333333333,2,15,5
8320,1831.9583333333333,7,100,4
8340,631.9583333333334,11,131.8181818181818,4
8350,3719.9583333333335,1,30,1
8380,435.9583333333333,5,130,2
8420,62.958333333333336,7,50,4
8450,3719.9583333333335,1,30,1
8470,100.95833333333333,6,49.166666666666664,4
8480,208.95833333333334,11,49.09090909090909,4
8490,3287.9583333333335,2,30,1
8510,3359.9583333333335,1,50,1
8530,173.95833333333334,11,15.090909090909092,4
8550,470.9583333333333,11,45,4
8560,0.9583333333333334,10,95,4
8580,369.9583333333333,7,20,4
8590,288.9583333333333,7,25.714285714285715,4
8600,3729.9583333333335,2,30,1
8610,2632.9583333333335,2,30,1
8620,365.9583333333333,8,37.5,4
8630,2193.9583333333335,3,63.333333333333336,5
8650,797.9583333333334,9,36.111111111111114,4
8660,229.95833333333334,11,62.72727272727273,4
8670,288.9583333333333,6,27.5,4
8680,1468.9583333333333,3,36.666666666666664,5
8690,3176.9583333333335,3,40,1
8700,3830.9583333333335,1,25,1
8710,29.958333333333332,11,48.18181818181818,4
8720,1490.9583333333333,8,42.5,4
8730,238.95833333333334,7,20.714285714285715,4
8740,41.958333333333336,9,53.333333333333336,4
8750,3729.9583333333335,1,30,1
8760,3697.9583333333335,1,75,1
8770,3688.9583333333335,2,30,1
8790,3124.9583333333335,1,50,1
8800,2906.9583333333335,3,15,1
8820,2630.9583333333335,4,28.75,1
8840,3690.9583333333335,1,30,1
8870,3585.9583333333335,2,60,1
8880,7.958333333333333,10,47.5,4
8890,2253.9583333333335,4,15,5
8900,1420.9583333333333,3,83.33333333333333,5
8920,3719.9583333333335,1,15,1
8930,2932.9583333333335,3,11.666666666666666,1
8940,2064.9583333333335,2,65,5
8950,41.958333333333336,8,30,4
8960,149.95833333333334,8,21.25,4
8980,3359.9583333333335,1,50,1
8990,1667.9583333333333,4,13.75,5
9000,22.958333333333332,12,60,4
9010,3719.9583333333335,2,20,1
9020,3730.9583333333335,1,15,1
9030,1874.9583333333333,5,40,5
9040,3287.9583333333335,2,80,1
9050,3828.9583333333335,2,27.5,1
9060,43.958333333333336,5,30,2
9080,2756.9583333333335,4,87.5,1
9090,1328.9583333333333,23,145.65217391304347,4
9120,987.9583333333334,5,53,5
9130,798.9583333333334,1,10,2
9140,2479.9583333333335,3,53.333333333333336,1
9160,1826.9583333333333,4,57.5,5
9170,1469.9583333333333,4,37.5,5
9190,12.958333333333334,13,176.92307692307693,4
9210,272.9583333333333,4,138.25,2
9220,3323.9583333333335,1,50,1
9230,26.958333333333332,12,30,4
9240,397.9583333333333,16,18.125,4
9250,247.95833333333334,12,28.75,4
9260,0.9583333333333334,11,66.36363636363636,4
9270,2198.9583333333335,4,62.5,5
9280,3576.9583333333335,2,27.5,1
9290,61.958333333333336,9,106.66666666666667,4
9300,104.95833333333333,15,28.666666666666668,4
9330,146.95833333333334,11,16.58909090909091,4
9360,54.958333333333336,21,25.952380952380953,4
9370,2248.9583333333335,6,55,5
9380,796.9583333333334,2,65,2
9390,1499.9583333333333,3,23.333333333333332,5
9400,3312.9583333333335,1,30,1
9410,2283.9583333333335,5,60,5
9430,3688.9583333333335,2,15,1
9470,3817.9583333333335,1,100,1
9480,1742.9583333333333,5,42,5
9500,1096.9583333333333,8,72.5,4
9510,1477.9583333333333,7,128.57142857142858,4
9520,72.95833333333333,6,38.333333333333336,4
9530,285.9583333333333,13,81.53846153846153,4
9540,187.95833333333334,11,43.18181818181818,4
9550,342.9583333333333,10,39.5,4
9560,1562.9583333333333,7,30,4
9580,497.9583333333333,7,20.714285714285715,4
9600,2406.9583333333335,3,100,1
9610,1169.9583333333333,16,7.8125,4
9630,104.95833333333333,11,116.36363636363636,4
9640,337.9583333333333,8,56.25,4
9650,692.9583333333334,14,42.142857142857146,4
9660,1384.9583333333333,8,60,4
9680,1679.9583333333333,9,31.11111111111111,4
9720,28.958333333333332,45,44.55555555555556,4
9740,23.958333333333332,20,44.5,4
9750,3271.9583333333335,1,30,1
9760,3339.9583333333335,1,30,1
9770,1728.9583333333333,8,62.5,4
9780,3287.9583333333335,1,30,1
9790,62.958333333333336,22,29.772727272727273,4
9820,1379.9583333333333,5,42,5
9830,56.958333333333336,26,30,4
9840,100.95833333333333,11,163.63636363636363,4
9860,464.9583333333333,10,10,4
9870,1567.9583333333333,6,53.333333333333336,5
9890,23.958333333333332,13,56.92307692307692,4
9900,1525.9583333333333,10,92.5,4
9910,1749.9583333333333,7,151.71428571428572,4
9930,1422.9583333333333,9,29.444444444444443,4
9940,184.95833333333334,2,25,2
9960,21.958333333333332,12,37.916666666666664,4
9970,687.9583333333334,13,49.23076923076923,4
9980,1176.9583333333333,8,88.75,4
10010,824.9583333333334,6,141.66666666666666,4
10020,2934.9583333333335,5,76,1
10030,54.958333333333336,11,326.3636363636364,4
10050,3730.9583333333335,1,30,1
10060,3690.9583333333335,1,15,1
10070,289.9583333333333,6,103.33333333333333,4
10080,1349.9583333333333,14,27.5,4
10090,3287.9583333333335,2,25,1
10100,1749.9583333333333,1,50,5
10120,0.9583333333333334,11,44.54545454545455,4
10130,3719.9583333333335,1,15,1
10140,3361.9583333333335,1,100,1
10150,1106.9583333333333,5,49,5
10160,2715.9583333333335,2,20,1
10170,3327.9583333333335,1,30,1
10190,3813.9583333333335,1,40,1
10200,1099.9583333333333,3,18.333333333333332,5
10210,1268.9583333333333,7,24.285714285714285,4
10250,930.9583333333334,19,29.473684210526315,4
10260,3715.9583333333335,2,125,1
10280,4011.9583333333335,1,30,1
10290,3744.9583333333335,1,25,1
10300,3996.9583333333335,1,20,1
10310,75.95833333333333,7,50.714285714285715,4
10320,3102.9583333333335,2,57.5,1
10330,219.95833333333334,12,151.75,4
10340,636.9583333333334,9,24.444444444444443,4
10350,104.95833333333333,11,29.09090909090909,4
10360,1721.9583333333333,8,775,4
10370,1113.9583333333333,1,30,5
10390,1503.9583333333333,7,60,4
10400,2071.9583333333335,2,20,5
10410,1896.9583333333333,7,122.85714285714286,4
10420,2246.9583333333335,8,14.375,4
10430,2484.9583333333335,6,133.33333333333334,1
10460,734.9583333333334,9,38.888888888888886,4
10470,1548.9583333333333,9,14.444444444444445,4
10490,190.95833333333334,11,171.8181818181818,4
10500,407.9583333333333,19,29.473684210526315,4
10510,1099.9583333333333,6,31.666666666666668,4
10520,1114.9583333333333,1,30,5
10550,1461.9583333333333,7,26.428571428571427,4
10570,14.958333333333334,10,53,4
10580,14.958333333333334,11,15,4
10590,96.95833333333333,11,34.09090909090909,4
10600,62.958333333333336,9,57.22222222222222,4
10610,1016.9583333333334,7,107.14285714285714,4
10620,2933.9583333333335,4,30,1
10630,2597.9583333333335,3,13.333333333333334,1
10640,35.958333333333336,34,16.564705882352943,4
10650,238.95833333333334,9,89.66666666666667,4
10660,2057.9583333333335,1,30,5
10670,1002.9583333333334,6,133.33333333333334,4
10680,1028.9583333333333,13,33.07692307692308,4
10690,2618.9583333333335,1,15,1
10700,2206.9583333333335,7,22.142857142857142,5
10710,3719.9583333333335,1,15,1
10720,33.958333333333336,37,26.216216216216218,4
10730,1569.9583333333333,6,23.333333333333332,5
10750,2058.9583333333335,1,15,5
10760,1716.9583333333333,5,38,5
10770,280.9583333333333,7,65,4
10780,8.958333333333334,16,145,4
10790,2633.9583333333335,5,30,1
10800,1398.9583333333333,3,25,5
10820,1707.9583333333333,7,44.285714285714285,4
10830,118.95833333333333,11,30,4
10840,62.958333333333336,7,20.714285714285715,4
10870,1393.9583333333333,12,28.75,4
10880,0.9583333333333334,11,36.36363636363637,4
10910,3827.9583333333335,1,100,1
10920,3185.9583333333335,2,30,1
10930,64.95833333333333,22,82.95454545454545,4
10950,2001.9583333333333,10,14,4
10960,1125.9583333333333,2,45,5
11000,2477.9583333333335,4,30,1
11030,245.95833333333334,2,30,2
11050,7.958333333333333,3,28.333333333333332,2
11060,600.9583333333334,9,30,4
11070,2052.9583333333335,5,26,5
11080,139.95833333333334,15,73.33333333333333,4
11090,3144.9583333333335,3,23.333333333333332,1
11100,267.9583333333333,13,55,4
11110,2762.9583333333335,5,29,1
11120,3287.9583333333335,3,43.333333333333336,1
11130,1036.9583333333333,7,30.714285714285715,4
11140,64.95833333333333,13,36.53846153846154,4
11150,631.9583333333334,9,82.22222222222223,4
11160,2602.9583333333335,4,31.25,1
11170,146.95833333333334,5,14,2
11180,104.95833333333333,11,25.454545454545453,4
11190,1103.9583333333333,9,46.111111111111114,4
11200,692.9583333333334,10,32,4
11210,41.958333333333336,10,78,4
11220,2801.9583333333335,5,28,1
11240,3990.9583333333335,1,50,1
11250,0.9583333333333334,8,196.875,4
11260,908.9583333333334,12,29.583333333333332,4
11270,2351.9583333333335,3,100,1
11280,3719.9583333333335,1,50,1
11290,741.9583333333334,3,36.666666666666664,2
11310,1744.9583333333333,7,207.14285714285714,4
11320,2115.9583333333335,6,41.666666666666664,5
11340,1096.9583333333333,1,30,5
11370,153.95833333333334,8,82.5,4
11380,387.9583333333333,8,77.5,4
11430,222.95833333333334,12,122.08333333333333,4
11440,433.9583333333333,11,26.818181818181817,4
11460,3143.9583333333335,3,13.333333333333334,1
11480,54.958333333333336,7,271.42857142857144,4
11540,36.958333333333336,9,27.22222222222222,4
11550,2199.9583333333335,8,29.375,4
11560,2003.9583333333333,2,17.5,5
11570,2556.9583333333335,2,107.5,1
11580,3292.9583333333335,1,150,1
11590,132.95833333333334,11,34.54545454545455,4
11600,146.95833333333334,11,55.45454545454545,4
11610,56.958333333333336,14,49.285714285714285,4
11620,769.9583333333334,20,63.25,4
11630,2213.9583333333335,4,87.5,5
11640,587.9583333333334,10,30,4
11660,22.958333333333332,19,56.8421052631579,4
11700,2707.9583333333335,4,127.5,1
11710,405.9583333333333,10,37,4
11730,387.9583333333333,9,101.11111111111111,4
11740,89.95833333333333,23,32.391304347826086,4
11750,1148.9583333333333,5,30,5
11760,1393.9583333333333,2,12.5,5
11770,258.9583333333333,10,54.5,4
11780,2064.9583333333335,2,20,5
11790,3688.9583333333335,1,250,1
11800,1209.9583333333333,8,37.5,4
11830,820.9583333333334,15,31.333333333333332,4
11840,55.958333333333336,12,100,4
11860,3751.9583333333335,1,50,1
11880,411.9583333333333,10,71,4
11890,103.95833333333333,11,37.27272727272727,4
11910,1363.9583333333333,8,31.875,4
11920,2046.9583333333333,6,26.666666666666668,5
11930,3719.9583333333335,1,150,1
11940,2597.9583333333335,8,35.625,4
11950,0.9583333333333334,3,1e3,3
11960,76.95833333333333,7,30,4
11970,3287.9583333333335,1,75,1
11990,384.9583333333333,9,46.666666666666664,4
12000,1840.9583333333333,5,35,5
12010,600.9583333333334,9,78.33333333333333,4
12020,2227.9583333333335,5,86,5
12030,2539.9583333333335,5,36,1
12060,288.9583333333333,13,17.692307692307693,4
12070,2204.9583333333335,1,25,1
12110,2073.9583333333335,4,25,5
12120,3304.9583333333335,1,70,1
12130,1519.9583333333333,5,40,5
12140,754.9583333333334,10,121,4
12150,769.9583333333334,6,36.666666666666664,4
12160,3725.9583333333335,1,20,1
12200,78.95833333333333,11,37.27272727272727,4
12230,47.958333333333336,11,36.36363636363637,4
12240,267.9583333333333,10,143,4
12250,1202.9583333333333,8,148.75,4
12280,2953.9583333333335,3,29.666666666666668,1
12290,2692.9583333333335,2,100,1
12300,2991.9583333333335,2,75,1
12320,0.9583333333333334,8,153.75,4
12340,1119.9583333333333,5,52,5
12350,3824.9583333333335,1,50,1
12360,2.9583333333333335,12,55,4
12370,2932.9583333333335,2,100,1
12400,1709.9583333333333,5,30,5
12430,14.958333333333334,11,58.63636363636363,4
12440,289.9583333333333,11,90,4
12470,3327.9583333333335,2,30,1
12480,2639.9583333333335,4,100,1
12490,3361.9583333333335,1,40,1
12520,184.95833333333334,9,78.88888888888889,4
12530,3809.9583333333335,1,25,1
12570,418.9583333333333,8,61.25,4
12590,0.9583333333333334,9,23.333333333333332,4
12600,0.9583333333333334,9,35.55555555555556,4
12620,1267.9583333333333,7,100,4
12630,3323.9583333333335,2,200,1
12640,2129.9583333333335,4,25,5
12650,2078.9583333333335,3,71.66666666666667,5
12660,14.958333333333334,11,60.63636363636363,4
12670,184.95833333333334,17,273.52941176470586,4
12690,54.958333333333336,6,42.5,4
12700,3729.9583333333335,1,50,1
12730,320.9583333333333,11,54.09090909090909,4
12740,21.958333333333332,11,50,4
12760,3730.9583333333335,1,30,1
12780,0.9583333333333334,3,1766.6666666666667,3
12790,2497.9583333333335,6,25.833333333333332,1
12800,97.95833333333333,4,492.5,2
12820,2407.9583333333335,4,187.5,1
12830,1119.9583333333333,10,550,4
12840,28.958333333333332,10,120,4
12850,8.958333333333334,14,72.14285714285714,4
12860,3326.9583333333335,2,50,1
12870,649.9583333333334,8,112.5,4
12880,44.958333333333336,10,40,4
12890,20.958333333333332,11,313.6363636363636,4
12900,3690.9583333333335,1,80,1
12910,49.958333333333336,10,64,4
12920,1856.9583333333333,5,44,5
12940,43.958333333333336,11,96.81818181818181,4
12960,198.95833333333334,7,24.285714285714285,4
12970,30.958333333333332,9,48.333333333333336,4
12980,43.958333333333336,5,17,2
13000,1461.9583333333333,5,33,5
13010,2409.9583333333335,3,23.333333333333332,1
13020,387.9583333333333,3,150,2
13030,288.9583333333333,4,18.75,2
13040,22.958333333333332,10,29,4
13060,187.95833333333334,12,37.5,4
13070,2191.9583333333335,3,20,5
13090,33.958333333333336,9,15,4
13100,195.95833333333334,6,41.666666666666664,4
13110,3115.9583333333335,3,36.666666666666664,1
13130,28.958333333333332,11,30,4
13140,3715.9583333333335,1,30,1
13150,1469.9583333333333,5,76,5
13160,1266.9583333333333,9,30,4
13190,327.9583333333333,8,32.5,4
